state,year,road_category,accidents,source_file,source_type,source_name,source_url,source_year,source_granularity
Delhi,2019,Total,5610.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Dhanbad,2019,Total,171.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Faridabad,2019,Total,689.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ghaziabad,2019,Total,890.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Gwalior,2019,Total,2109.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Hyderabad,2019,Total,2900.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Indore,2019,Total,3383.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jabalpur,2019,Total,3397.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jaipur,2019,Total,4271.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jamshedpur,2019,Total,191.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jodhpur,2019,Total,1117.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kannur,2019,Total,657.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kanpur,2019,Total,1507.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Khozikode,2019,Total,1597.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kochi,2019,Total,2290.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kolkata,2019,Total,2500.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kollam,2019,Total,1940.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kota,2019,Total,784.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Lucknow,2019,Total,1685.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ludhiana,2019,Total,553.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Madurai,2019,Total,866.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Mallapuram,2019,Total,2562.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Meerut,2019,Total,956.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Mumbai,2019,Total,2872.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Nagpur,2019,Total,1007.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Nashik,2019,Total,553.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Patna,2019,Total,524.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Pune,2019,Total,791.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Raipur,2019,Total,2146.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Rajkot,2019,Total,575.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Srinagar,2019,Total,310.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Surat,2019,Total,945.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Thiruvanthapuram,2019,Total,1995.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Thrissur,2019,Total,2210.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Tiruchirapalli,2019,Total,517.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vadodra,2019,Total,679.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Varanasi,2019,Total,610.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vijaywada city,2019,Total,1495.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vizaq,2019,Total,1706.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Total,2019,Total,82781.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
