state,year,road_category,accidents,source_file,source_type,source_name,source_url,source_year,source_granularity
Nagpur,2019,Four arm Junction,24.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Nashik,2019,Four arm Junction,86.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Patna,2019,Four arm Junction,25.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Pune,2019,Four arm Junction,100.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Raipur,2019,Four arm Junction,364.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Rajkot,2019,Four arm Junction,116.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Srinagar,2019,Four arm Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Surat,2019,Four arm Junction,62.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Thiruvanthapuram,2019,Four arm Junction,162.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Thrissur,2019,Four arm Junction,143.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Tiruchirapalli,2019,Four arm Junction,20.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vadodra,2019,Four arm Junction,51.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Varanasi,2019,Four arm Junction,57.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vijaywada city,2019,Four arm Junction,267.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vizaq,2019,Four arm Junction,277.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Total,2019,Four arm Junction,8484.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Agra,2019,Staggered Junction,101.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ahmedabad,2019,Staggered Junction,101.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Allahabad(Prayagraj),2019,Staggered Junction,116.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Amritsar,2019,Staggered Junction,3.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Asansol Durgapur,2019,Staggered Junction,71.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Aurangabad,2019,Staggered Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Bengaluru,2019,Staggered Junction,553.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Bhopal,2019,Staggered Junction,806.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Chandigarh,2019,Staggered Junction,13.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Coimbatore,2019,Staggered Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Chennai,2019,Staggered Junction,455.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Delhi,2019,Staggered Junction,462.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Dhanbad,2019,Staggered Junction,22.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Faridabad,2019,Staggered Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ghaziabad,2019,Staggered Junction,24.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Gwalior,2019,Staggered Junction,108.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Hyderabad,2019,Staggered Junction,1909.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Indore,2019,Staggered Junction,71.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jabalpur,2019,Staggered Junction,319.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jaipur,2019,Staggered Junction,48.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jamshedpur,2019,Staggered Junction,25.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jodhpur,2019,Staggered Junction,23.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kannur,2019,Staggered Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kanpur,2019,Staggered Junction,136.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Khozikode,2019,Staggered Junction,9.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kochi,2019,Staggered Junction,144.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kolkata,2019,Staggered Junction,133.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kollam,2019,Staggered Junction,68.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kota,2019,Staggered Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Lucknow,2019,Staggered Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ludhiana,2019,Staggered Junction,10.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Madurai,2019,Staggered Junction,2.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Mallapuram,2019,Staggered Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Meerut,2019,Staggered Junction,57.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Mumbai,2019,Staggered Junction,43.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Nagpur,2019,Staggered Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Nashik,2019,Staggered Junction,2.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Patna,2019,Staggered Junction,24.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Pune,2019,Staggered Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Raipur,2019,Staggered Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Rajkot,2019,Staggered Junction,66.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Srinagar,2019,Staggered Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Surat,2019,Staggered Junction,69.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Thiruvanthapuram,2019,Staggered Junction,123.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Thrissur,2019,Staggered Junction,115.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Tiruchirapalli,2019,Staggered Junction,235.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vadodra,2019,Staggered Junction,30.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Varanasi,2019,Staggered Junction,38.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vijaywada city,2019,Staggered Junction,61.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vizaq,2019,Staggered Junction,105.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Total,2019,Staggered Junction,6700.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Agra,2019,Round about Junction,91.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ahmedabad,2019,Round about Junction,179.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Allahabad(Prayagraj),2019,Round about Junction,103.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Amritsar,2019,Round about Junction,4.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Asansol Durgapur,2019,Round about Junction,8.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Aurangabad,2019,Round about Junction,5.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Bengaluru,2019,Round about Junction,331.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Bhopal,2019,Round about Junction,205.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Chandigarh,2019,Round about Junction,13.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Coimbatore,2019,Round about Junction,10.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Chennai,2019,Round about Junction,540.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Delhi,2019,Round about Junction,339.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Dhanbad,2019,Round about Junction,27.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Faridabad,2019,Round about Junction,2.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ghaziabad,2019,Round about Junction,33.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Gwalior,2019,Round about Junction,37.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Hyderabad,2019,Round about Junction,406.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Indore,2019,Round about Junction,655.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jabalpur,2019,Round about Junction,67.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jaipur,2019,Round about Junction,80.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jamshedpur,2019,Round about Junction,22.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jodhpur,2019,Round about Junction,34.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kannur,2019,Round about Junction,5.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kanpur,2019,Round about Junction,241.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Khozikode,2019,Round about Junction,6.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kochi,2019,Round about Junction,10.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kolkata,2019,Round about Junction,91.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kollam,2019,Round about Junction,7.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kota,2019,Round about Junction,41.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Lucknow,2019,Round about Junction,54.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ludhiana,2019,Round about Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Madurai,2019,Round about Junction,5.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Mallapuram,2019,Round about Junction,17.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Meerut,2019,Round about Junction,60.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Mumbai,2019,Round about Junction,22.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Nagpur,2019,Round about Junction,36.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Nashik,2019,Round about Junction,17.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Patna,2019,Round about Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Pune,2019,Round about Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Raipur,2019,Round about Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Rajkot,2019,Round about Junction,74.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Srinagar,2019,Round about Junction,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Surat,2019,Round about Junction,49.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Thiruvanthapuram,2019,Round about Junction,26.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Thrissur,2019,Round about Junction,12.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Tiruchirapalli,2019,Round about Junction,53.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vadodra,2019,Round about Junction,18.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Varanasi,2019,Round about Junction,31.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vijaywada city,2019,Round about Junction,56.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vizaq,2019,Round about Junction,51.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Total,2019,Round about Junction,4173.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Agra,2019,Others,623.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ahmedabad,2019,Others,587.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Allahabad(Prayagraj),2019,Others,770.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Amritsar,2019,Others,117.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Asansol Durgapur,2019,Others,287.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Aurangabad,2019,Others,414.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Bengaluru,2019,Others,1978.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Bhopal,2019,Others,1360.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Chandigarh,2019,Others,221.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Coimbatore,2019,Others,803.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Chennai,2019,Others,4709.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Delhi,2019,Others,2937.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Dhanbad,2019,Others,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Faridabad,2019,Others,579.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ghaziabad,2019,Others,633.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Gwalior,2019,Others,1215.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Hyderabad,2019,Others,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Indore,2019,Others,296.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jabalpur,2019,Others,930.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jaipur,2019,Others,3354.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jamshedpur,2019,Others,0.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jodhpur,2019,Others,896.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kannur,2019,Others,488.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kanpur,2019,Others,1012.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Khozikode,2019,Others,1053.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kochi,2019,Others,1385.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kolkata,2019,Others,1282.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kollam,2019,Others,986.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Kota,2019,Others,643.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Lucknow,2019,Others,1099.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ludhiana,2019,Others,535.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Madurai,2019,Others,740.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Mallapuram,2019,Others,2123.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Meerut,2019,Others,600.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Mumbai,2019,Others,2618.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Nagpur,2019,Others,768.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Nashik,2019,Others,362.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Patna,2019,Others,385.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Pune,2019,Others,344.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Raipur,2019,Others,1142.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Rajkot,2019,Others,282.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Srinagar,2019,Others,310.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Surat,2019,Others,642.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Thiruvanthapuram,2019,Others,1286.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Thrissur,2019,Others,1290.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Tiruchirapalli,2019,Others,190.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vadodra,2019,Others,537.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Varanasi,2019,Others,379.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vijaywada city,2019,Others,493.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Vizaq,2019,Others,866.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Total,2019,Others,46549.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Agra,2019,Total,1085.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Ahmedabad,2019,Total,1375.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Allahabad(Prayagraj),2019,Total,1413.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Amritsar,2019,Total,133.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Asansol Durgapur,2019,Total,446.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Aurangabad,2019,Total,560.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Bengaluru,2019,Total,4684.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Bhopal,2019,Total,3287.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Chandigarh,2019,Total,305.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Coimbatore,2019,Total,1062.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Chennai,2019,Total,6871.0,RA2019_A49.csv,road_classification,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
