state,year,accidents,source_file,source_type,source_name,source_url,source_year,source_granularity
Goa,2019,0.766143581,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Goa,2016,217.7035913,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Goa,2017,193.6233317,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Goa,2018,179.3520309,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Goa,2019,162.4940954,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Goa,2016,37.15979662,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Goa,2017,31.62329128,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Goa,2018,27.98311808,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Goa,2019,24.53548409,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Goa,2016,2679.436322,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Goa,2017,2351.275718,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Goa,2018,1993.335841,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Gujarat,2016,21859.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Gujarat,2017,19081.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Gujarat,2018,18769.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Gujarat,2019,17046.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Gujarat,2019,10.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Gujarat,2016,4.547780931,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Gujarat,2017,4.104235228,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Gujarat,2018,4.018679182,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Gujarat,2019,3.796419615,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Gujarat,2016,34.79347394,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Gujarat,2017,30.03368381,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Gujarat,2018,29.22518763,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Gujarat,2019,26.26866592,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Gujarat,2016,10.73556418,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Gujarat,2017,8.658800731,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Gujarat,2018,7.879243096,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Gujarat,2019,6.763994487,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Gujarat,2016,1220.192327,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Gujarat,2017,1054.626502,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Gujarat,2018,930.3466804,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Haryana,2016,11234.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Haryana,2017,11258.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Haryana,2018,11238.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Haryana,2019,10944.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Haryana,2019,13.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Haryana,2016,2.337241913,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Haryana,2017,2.421543955,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Haryana,2018,2.406197275,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Haryana,2019,2.437405624,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Haryana,2016,40.88510391,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Haryana,2017,40.39758863,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Haryana,2018,39.77630694,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Haryana,2019,38.22430233,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Haryana,2016,13.01292396,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Haryana,2017,12.01448355,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Haryana,2018,14.5325192,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Haryana,2019,12.72607268,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Haryana,2016,2317.142419,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Haryana,2017,1383.286294,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Haryana,2018,2246.656404,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Himachal Pradesh,2016,3168.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Himachal Pradesh,2017,3114.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Himachal Pradesh,2018,3110.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Himachal Pradesh,2019,2873.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Himachal Pradesh,2019,22.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Himachal Pradesh,2016,0.659104716,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Himachal Pradesh,2017,0.669807059,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Himachal Pradesh,2018,0.665890152,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Himachal Pradesh,2019,0.63986352,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Himachal Pradesh,2016,44.65116279,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Himachal Pradesh,2017,43.54635715,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Himachal Pradesh,2018,43.15847905,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Himachal Pradesh,2019,39.57845433,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Himachal Pradesh,2016,26.95000468,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
